WP_005982462.1	iYS854.USA300HOU_RS06195	69.6	69	21	0	6	74	5	73	2.6e-20	94.7
WP_005982462.1	iPC815.YPO1600	64.9	74	26	0	1	74	1	74	5.8e-20	93.6
WP_005982462.1	iML1515.b1094	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iYL1228.KPN_01092	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	STM_v1_0.STM1196	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iSbBS512_1146.SbBS512_E2230	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iSDY_1059.SDY_2056	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iSF_1195.SF1098	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iSSON_1240.SSON_1114	62.2	74	28	0	1	74	1	74	2.9e-19	91.3
WP_005982462.1	iJN1463.PP_1915	63.0	73	27	0	1	73	1	73	1.1e-18	89.4
WP_008561997.1	iEK1008.Rv1237	31.9	263	175	2	6	265	11	272	9.8e-27	117.9
WP_008561997.1	iYS854.USA300HOU_RS01105	31.2	256	169	5	13	263	22	275	1.7e-23	107.1
WP_014873228.1	iYL1228.KPN_02718	39.0	259	137	8	52	307	32	272	5.4e-45	178.7
WP_014873228.1	iPC815.YPO2752	41.7	228	123	6	54	278	31	251	2.1e-44	176.8
WP_014873228.1	STM_v1_0.STM2383	38.2	249	138	6	61	307	38	272	6.7e-43	171.8
WP_014873228.1	iML1515.b2328	37.2	258	143	7	52	307	32	272	2.1e-41	166.8
WP_014873228.1	iSbBS512_1146.SbBS512_E2706	37.2	258	143	7	52	307	32	272	2.1e-41	166.8
WP_014873228.1	iSF_1195.SF2404	37.2	258	143	7	52	307	32	272	2.1e-41	166.8
WP_014873228.1	iSDY_1059.SDY_2527	37.2	258	143	7	52	307	32	272	2.8e-41	166.4
WP_014873228.1	iSSON_1240.SSON_2386	37.4	257	144	5	52	307	32	272	4.8e-41	165.6
WP_014873242.1	iJN1463.PP_4298	38.8	255	149	3	1	249	1	254	3.6e-47	185.7
WP_014873242.1	iSbBS512_1146.SbBS512_E3135	39.0	254	148	5	1	248	1	253	2.0e-45	179.9
WP_014873242.1	iPC815.YPO1238	38.8	242	141	3	15	250	1	241	2.6e-45	179.5
WP_014873242.1	STM_v1_0.STM0518	35.7	255	157	3	1	249	1	254	1.4e-43	173.7
WP_014873242.1	iSSON_1240.SSON_0503	35.7	255	157	3	1	249	1	254	1.2e-42	170.6
WP_014873242.1	iML1515.b0508	35.7	255	157	3	1	249	1	254	1.6e-42	170.2
WP_014873244.1	iAF987.Gmet_0700	41.4	440	252	4	230	665	371	808	1.2e-89	328.2
WP_014873244.1	iJN1463.PP_3581	31.9	698	449	9	8	684	2	694	1.4e-88	324.7
WP_014873244.1	iAF987.Gmet_2629	38.8	438	261	4	246	679	378	812	4.4e-87	319.7
WP_014873244.1	iAF987.Gmet_3085	37.6	426	261	2	249	670	455	879	2.3e-83	307.4
WP_014873244.1	iYL1228.KPN_02455	39.1	417	248	5	249	664	180	591	1.1e-82	305.1
WP_014873244.1	iAF987.Gmet_0987	38.9	434	259	3	246	675	353	784	1.5e-82	304.7
WP_014873244.1	iAF987.Gmet_0957	37.9	446	270	4	234	674	176	619	3.1e-80	297.0
